tournament,tier,archive_index,species,form,held_item,move_1,move_2,move_3,move_4,nature,ev_distribution,ev_hp,ev_attack,ev_defense,ev_speed,ev_sp_attack,ev_sp_defense,player_ivs,opponent_ivs,ability_rule,gender_rule,friendship,availability,trainer_ids,trainer_id_classes,ability_slots,sex_vector,ev_mask,record_form_no,national_dex
Battle Tree,Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),143,Bewear,Default,Quick Claw,Hammer Arm,Ice Punch,Thunder Punch,Swords Dance,Brave,255 HP / 255 Attack,255,255,0,0,0,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 218/103/127),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"73,74,144,145,170,171,187",Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),218/103/127,127,0x03,0,760
Battle Tree,Battle Legend/featured IDs 190-205 (31 IV) / Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),144,Turtonator,Default,Normalium Z,Head Smash,Explosion,Overheat,Dragon Claw,Lonely,255 HP / 255 Attack,255,255,0,0,0,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 75/75/75),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"85,86,110,111,162,163,178,179,182,183,202",Battle Legend/featured IDs 190-205 (31 IV); Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),75/75/75,127,0x03,0,776
Battle Tree,Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),145,Bruxish,Default,Waterium Z,Psychic Fangs,Aqua Jet,Ice Fang,Rain Dance,Jolly,255 Attack / 255 Speed,0,255,0,255,0,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 219/173/147),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"70,71,73,74,88,89,100,101,154,156,162,163,180,181,182,183",Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),219/173/147,127,0x0a,0,779
Battle Tree,Battle Legend/featured IDs 190-205 (31 IV) / Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),146,Drampa,Default,Quick Claw,Hyper Voice,Dragon Pulse,Fire Blast,Roost,Modest,255 HP / 255 Sp. Atk,255,0,0,0,255,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 201/157/13),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"70,71,85,86,110,111,160,161,178,179,184,185,201",Battle Legend/featured IDs 190-205 (31 IV); Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),201/157/13,127,0x11,0,780
Battle Tree,Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),147,Dhelmise,Default,Expert Belt,Gyro Ball,Phantom Force,Rock Slide,Brick Break,Adamant,255 HP / 255 Attack,255,255,0,0,0,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 200/200/200),Genderless,255,Battle Tree NPC / Battle Agency,"73,74,110,111,121,123,162,163,178,179",Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),200/200/200,255,0x03,0,781
Battle Tree,Battle Agency event IDs 207-208 (31 IV) / Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),148,Togedemaru,Default,Red Card,Zing Zap,Nuzzle,Fell Stinger,Poison Jab,Adamant,255 HP / 255 Attack,255,255,0,0,0,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 160/31/5),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"76,77,79,80,144,145,164,165,187,207",Battle Agency event IDs 207-208 (31 IV); Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),160/31/5,127,0x03,0,777
Battle Tree,Trainer IDs 90-189 (31 IV),149,Azelf,Default,Focus Sash,Nasty Plot,Psyshock,Energy Ball,Thunderbolt,Timid,255 Speed / 255 Sp. Atk,0,0,0,255,255,0,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 26/26/26),Genderless,255,Battle Tree NPC / Battle Agency,"125,129,135,137,168,169,186,189",Trainer IDs 90-189 (31 IV),26/26/26,255,0x18,0,482
Battle Tree,Trainer IDs 90-189 (31 IV),150,Kommo-o,Default,Sitrus Berry,Clanging Scales,Focus Blast,Autotomize,Flash Cannon,Modest,255 HP / 255 Sp. Atk,255,0,0,0,255,0,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 171/43/142),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"125,129,135,137,168,169,186,188",Trainer IDs 90-189 (31 IV),171/43/142,127,0x11,0,784
Battle Tree,Trainer IDs 90-189 (31 IV),151,Uxie,Default,Quick Claw,Psyshock,Energy Ball,Thunder,Shadow Ball,Modest,255 HP / 255 Sp. Atk,255,0,0,0,255,0,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 26/26/26),Genderless,255,Battle Tree NPC / Battle Agency,"114,132,135,137,168,169,186,189",Trainer IDs 90-189 (31 IV),26/26/26,255,0x11,0,480
Battle Tree,Trainer IDs 90-189 (31 IV),152,Mesprit,Default,Kasib Berry,Psyshock,Grass Knot,Shadow Ball,Charm,Modest,255 HP / 255 Sp. Atk,255,0,0,0,255,0,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 26/26/26),Genderless,255,Battle Tree NPC / Battle Agency,"115,135,137,168,169,186,189",Trainer IDs 90-189 (31 IV),26/26/26,255,0x11,0,481
Battle Tree,Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),153,Rotom,Heat,Passho Berry,Thunder Wave,Dark Pulse,Thunderbolt,Overheat,Modest,255 HP / 255 Sp. Atk,255,0,0,0,255,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 26/26/26),Genderless,255,Battle Tree NPC / Battle Agency,"78,81,85,86,108,109,112,113,122,155,157,182,183",Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),26/26/26,255,0x11,1,479
Battle Tree,Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),154,Rotom,Wash,Rindo Berry,Hydro Pump,Thunderbolt,Thunder Wave,Dark Pulse,Modest,255 HP / 255 Sp. Atk,255,0,0,0,255,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 26/26/26),Genderless,255,Battle Tree NPC / Battle Agency,"76,77,88,89,90,100,101,106,107,116,121,126,154,156,180,181,188",Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),26/26/26,255,0x11,2,479
Battle Tree,Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),155,Rotom,Mow,Grassium Z,Leaf Storm,Volt Switch,Will-O-Wisp,Shadow Ball,Modest,255 HP / 255 Sp. Atk,255,0,0,0,255,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 26/26/26),Genderless,255,Battle Tree NPC / Battle Agency,"70,71,73,74,91,92,114,115,118,119,123,142,143,148,149,162,163",Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),26/26/26,255,0x11,5,479
Battle Tree,Trainer IDs 90-189 (31 IV),156,Barbaracle,Default,Razor Claw,Stone Edge,Razor Shell,Cross Chop,Shadow Claw,Adamant,255 Attack / 255 Defense,0,255,255,0,0,0,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 181/97/124),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"96,97,98,148,149,164,165,170,171,180,181,184,185",Trainer IDs 90-189 (31 IV),181/97/124,127,0x06,0,689
Battle Tree,Trainer IDs 90-189 (31 IV),157,Hawlucha,Default,Power Herb,Sky Attack,Flying Press,U-turn,Stone Edge,Jolly,255 Attack / 255 Speed,0,255,0,255,0,0,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 7/84/104),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"90,96,107,152,153,170,171",Trainer IDs 90-189 (31 IV),7/84/104,127,0x0a,0,701
Battle Tree,Trainer IDs 90-189 (31 IV),158,Carbink,Default,Scope Lens,Explosion,Psychic,Moonblast,Power Gem,Quiet,255 Attack / 255 Sp. Atk,0,255,0,0,255,0,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 29/29/5),Genderless,255,Battle Tree NPC / Battle Agency,"93,94,95,117,144,145,162,163",Trainer IDs 90-189 (31 IV),29/29/5,255,0x12,0,703
Battle Tree,Trainer IDs 90-189 (31 IV),159,Pyroar,Default,White Herb,Overheat,Hyper Voice,Dark Pulse,Round,Modest,255 Speed / 255 Sp. Atk,0,0,0,255,255,0,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 79/127/153),PID-derived species ratio (sex_vector=225),255,Battle Tree NPC / Battle Agency,"102,103,106,107,180,181,182,183",Trainer IDs 90-189 (31 IV),79/127/153,225,0x18,0,668
Battle Tree,Trainer IDs 90-189 (31 IV),160,Avalugg,Default,Iron Ball,Stone Edge,Avalanche,Gyro Ball,Earthquake,Brave,255 Attack / 255 Defense,0,255,255,0,0,0,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 20/115/5),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"90,102,103,106,107,110,111,176,177",Trainer IDs 90-189 (31 IV),20/115/5,127,0x06,0,713
Battle Tree,Trainer IDs 90-189 (31 IV),161,Tyrantrum,Default,Choice Band,Crunch,Dragon Claw,Earthquake,Head Smash,Adamant,255 Attack / 255 Speed,0,255,0,255,0,0,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 173/173/69),PID-derived species ratio (sex_vector=31),255,Battle Tree NPC / Battle Agency,"96,97,98,118,184,185",Trainer IDs 90-189 (31 IV),173/173/69,31,0x0a,0,697
Battle Tree,Trainer IDs 90-189 (31 IV),162,Aurorus,Default,Life Orb,Hyper Beam,Flash Cannon,Thunder,Psychic,Modest,255 Sp. Atk / 255 Sp. Def,0,0,0,0,255,255,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 174/174/117),PID-derived species ratio (sex_vector=31),255,Battle Tree NPC / Battle Agency,"97,98,102,103,106,107,164,165,184,185",Trainer IDs 90-189 (31 IV),174/174/117,31,0x30,0,699
Battle Tree,Battle Legend/featured IDs 190-205 (31 IV) / Trainer IDs 90-189 (31 IV),163,Talonflame,Default,Sitrus Berry,Brave Bird,Flare Blitz,Quick Attack,Swords Dance,Adamant,255 Attack / 255 Speed,0,255,0,255,0,0,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 49/49/177),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"104,105,107,150,151,182,183,199,200",Battle Legend/featured IDs 190-205 (31 IV); Trainer IDs 90-189 (31 IV),49/49/177,127,0x0a,0,663
Battle Tree,Trainer IDs 90-189 (31 IV),164,Sylveon,Default,Big Root,Draining Kiss,Baby-Doll Eyes,Psyshock,Misty Terrain,Modest,255 Sp. Atk / 255 Sp. Def,0,0,0,0,255,255,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 56/56/182),PID-derived species ratio (sex_vector=31),255,Battle Tree NPC / Battle Agency,"90,99,107,120,127,144,145,187,188",Trainer IDs 90-189 (31 IV),56/56/182,31,0x30,0,700
Battle Tree,Trainer IDs 90-189 (31 IV),165,Chesnaught,Default,White Herb,Wood Hammer,Hammer Arm,Earthquake,Stone Edge,Adamant,255 Attack / 255 Defense,0,255,255,0,0,0,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 65/65/171),PID-derived species ratio (sex_vector=31),255,Battle Tree NPC / Battle Agency,"96,97,98,112,113,118,121,134,136",Trainer IDs 90-189 (31 IV),65/65/171,31,0x06,0,652
Battle Tree,Trainer IDs 90-189 (31 IV),166,Delphox,Default,White Herb,Overheat,Psychic,Shadow Ball,Psyshock,Modest,255 Speed / 255 Sp. Atk,0,0,0,255,255,0,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 66/66/170),PID-derived species ratio (sex_vector=31),255,Battle Tree NPC / Battle Agency,"107,108,109,112,113,116,134,136",Trainer IDs 90-189 (31 IV),66/66/170,31,0x18,0,655
Battle Tree,Trainer IDs 90-189 (31 IV),167,Greninja,Default,Wide Lens,Hydro Pump,Dark Pulse,Blizzard,Extrasensory,Modest,255 Speed / 255 Sp. Atk,0,0,0,255,255,0,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 67/67/168),PID-derived species ratio (sex_vector=31),255,Battle Tree NPC / Battle Agency,"100,101,104,105,112,113,117,119,134,136,150,151,152,153",Trainer IDs 90-189 (31 IV),67/67/168,31,0x18,0,658
Battle Tree,Trainer IDs 90-189 (31 IV),168,Gogoat,Default,Choice Band,Earthquake,Leaf Blade,Wild Charge,Brick Break,Adamant,255 Attack / 255 Speed,0,255,0,255,0,0,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 157/157/179),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"97,98,107,112,113,118,170,171",Trainer IDs 90-189 (31 IV),157/157/179,127,0x0a,0,673
Battle Tree,Trainer IDs 90-189 (31 IV),169,Noivern,Default,Wide Lens,Dragon Pulse,Hurricane,Flamethrower,Focus Blast,Modest,255 Speed / 255 Sp. Atk,0,0,0,255,255,0,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 119/151/140),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"104,105,107,112,113,118,119,148,149,150,151",Trainer IDs 90-189 (31 IV),119/151/140,127,0x18,0,715
Battle Tree,Trainer IDs 90-189 (31 IV),170,Florges,Default,Lum Berry,Round,Petal Dance,Psychic,Moonblast,Modest,255 Sp. Atk / 255 Sp. Def,0,0,0,0,255,255,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 166/166/180),Female-only,255,Battle Tree NPC / Battle Agency,"90,99,107,112,113,120,127,144,145,187",Trainer IDs 90-189 (31 IV),166/166/180,254,0x30,0,671
Battle Tree,Trainer IDs 90-189 (31 IV),171,Goodra,Default,White Herb,Draco Meteor,Thunder,Blizzard,Fire Blast,Modest,255 Sp. Atk / 255 Sp. Def,0,0,0,0,255,255,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 157/93/183),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"96,102,103,106,107,114,115,118,135,137,144,145,162,163,180,181",Trainer IDs 90-189 (31 IV),157/93/183,127,0x30,0,706
Battle Tree,Battle Legend/featured IDs 190-205 (31 IV) / Trainer IDs 90-189 (31 IV),172,Trevenant,Default,Iron Ball,Trick Room,Focus Blast,Energy Ball,Shadow Ball,Quiet,255 Defense / 255 Sp. Atk,0,0,255,0,255,0,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 30/119/139),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"93,94,95,110,111,140,141,162,163,200",Battle Legend/featured IDs 190-205 (31 IV); Trainer IDs 90-189 (31 IV),30/119/139,127,0x14,0,709
Battle Tree,Trainer IDs 90-189 (31 IV),173,Gourgeist,Default,Life Orb,Trick-or-Treat,Phantom Force,Seed Bomb,Rock Slide,Adamant,255 HP / 255 Attack,255,255,0,0,0,0,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 53/119/15),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"97,98,107,182,183",Trainer IDs 90-189 (31 IV),53/119/15,127,0x03,0,711
Battle Tree,Trainer IDs 90-189 (31 IV),174,Clawitzer,Default,Choice Specs,Water Pulse,Dark Pulse,Dragon Pulse,Aura Sphere,Modest,255 Speed / 255 Sp. Atk,0,0,0,255,255,0,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 178/178/178),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"102,103,106,107,162,163,180,181,182,183",Trainer IDs 90-189 (31 IV),178/178/178,127,0x18,0,693
Battle Tree,Trainer IDs 90-189 (31 IV),175,Beedrill,Default,Beedrillite,Poison Jab,Pin Missile,Brick Break,Protect,Adamant,255 Attack / 255 Speed,0,255,0,255,0,0,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 68/68/97),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"97,98,107,148,149,162,163",Trainer IDs 90-189 (31 IV),68/68/97,127,0x0a,0,15
Battle Tree,Trainer IDs 90-189 (31 IV),176,Aromatisse,Default,Leftovers,Aromatic Mist,Dazzling Gleam,Heal Pulse,Trick Room,Sassy,255 HP / 255 Sp. Def,255,0,0,0,0,255,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 131/131/165),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"93,94,95,110,111,127,140,141,144,145,176,177,182,183,187",Trainer IDs 90-189 (31 IV),131/131/165,127,0x21,0,683
Battle Tree,Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),177,Rotom,Fan,Electrium Z,Blizzard,Thunder Wave,Dark Pulse,Thunderbolt,Modest,255 HP / 255 Sp. Atk,255,0,0,0,255,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 26/26/26),Genderless,255,Battle Tree NPC / Battle Agency,"79,80,87,93,94,95,102,103,110,111,144,145,164,165",Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),26/26/26,255,0x11,3,479
Battle Tree,Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),178,Rotom,Frost,Weakness Policy,Air Slash,Thunder Wave,Thunderbolt,Dark Pulse,Modest,255 HP / 255 Sp. Atk,255,0,0,0,255,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 26/26/26),Genderless,255,Battle Tree NPC / Battle Agency,"82,83,96,97,98,117,120,146,147,170,171",Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),26/26/26,255,0x11,4,479
Battle Tree,Battle Agency event IDs 207-208 (31 IV) / Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),179,Electivire,Default,Expert Belt,Wild Charge,Earthquake,Fire Punch,Ice Punch,Adamant,255 HP / 255 Attack,255,255,0,0,0,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 78/78/72),PID-derived species ratio (sex_vector=63),255,Battle Tree NPC / Battle Agency,"70,71,76,79,82,90,97,98,102,106,118,122,142,143,164,165,166,167,207",Battle Agency event IDs 207-208 (31 IV); Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),78/78/72,63,0x03,0,466
Battle Tree,Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),180,Magmortar,Default,Air Balloon,Flare Blitz,Cross Chop,Flame Charge,Rock Slide,Adamant,255 HP / 255 Attack,255,255,0,0,0,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 49/49/72),PID-derived species ratio (sex_vector=63),255,Battle Tree NPC / Battle Agency,"73,78,81,85,86,96,103,107,108,109,112,113,116,121,154,156,182,183,184,185",Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),49/49/72,63,0x03,0,467
Battle Tree,Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),181,Probopass,Default,Quick Claw,Explosion,Rock Blast,Volt Switch,Sandstorm,Jolly,255 Attack / 255 Sp. Def,0,255,0,0,0,255,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 5/42/159),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"73,74,76,79,83,91,92,96,103,107,117,119,140,141,162,163",Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),5/42/159,127,0x22,0,476
Battle Tree,Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),182,Lickilicky,Default,Quick Claw,Body Slam,Knock Off,Hammer Arm,Zen Headbutt,Adamant,255 HP / 255 Attack,255,255,0,0,0,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 20/12/13),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"70,74,76,77,79,80,94,95,96,102,106,110,111,120,144,145,170,171,184,185",Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),20/12/13,127,0x03,0,463
Battle Tree,Trainer IDs 90-189 (31 IV),183,Minior,Meteor,Sitrus Berry,Rock Slide,Shell Smash,Explosion,Acrobatics,Adamant,255 HP / 255 Attack,255,255,0,0,0,0,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 197/197/197),Genderless,255,Battle Tree NPC / Battle Agency,"102,103,106,107,162,163",Trainer IDs 90-189 (31 IV),197/197/197,255,0x03,8,774
